app_proto,network_port,network_proto,proto,network_description,network_reference,network_known_unauthorized_use,network_notes
sleep-proxy,,udp,17,Sleep Proxy Server,,,Defined TXT keys: None
sleeptracker,,tcp,6,Sleeptracker(R) The loT Smartbed Platform,,,Defined TXT keys: serial=<serial> hostname=<host> osVer=<ver> appVer=<ver> unit=<name> environment=<env>
slimcli,,,,SliMP3 Server Command-Line Interface,,,Defined TXT keys: None
slimhttp,,,,SliMP3 Server Web Interface,,,Defined TXT keys: None
slpda,,tcp,6,Remote Service Discovery in the Service Location,[RFC3832],,
slpda,,udp,17,Remote Service Discovery in the Service Location,[RFC3832],,
smartenergy,,,,Smart Energy Profile,,,Defined TXT keys: See http://www.zigbee.org/SmartEnergy
smartsocket,,tcp,6,home control,,,Defined TXT keys: None
smb,,,,Server Message Block over TCP/IP,,,Defined TXT keys: u=<username> p=<password> path=<path>
smimeca,,tcp,6,Domain signing certificate for S/MIME keys,[draft-bhjl-x509-srv-01],,Defined TXT keys: None
sms,,,,Short Text Message Sending and Delivery Status Service,,,Defined TXT keys: Proprietary
smsync,,,,Syncellence file synchronization protocol,,,"Defined TXT keys: device=<device type>
      protocol=<version number>
      os=<operating system name>
      osver=<operating system version>"
soap,,,,Simple Object Access Protocol,,,Defined TXT keys: None
socketcloud,,,,Socketcloud distributed application framework,,,"Defined TXT keys: system, service, process, context, direction, status, progress, health, directive, flags"
soda,,tcp,6,Secure On Device API,,,"Defined TXT keys: a. ssid=<Wi-Fi SSID of the device>
b. bssid=<Wi-Fi BSSID of the device>"
souschef,,,,SousChef Recipe Sharing Protocol,,,Defined TXT keys: None
sox,,,,Simple Object eXchange,,,Defined TXT keys: Proprietary
sparechange,,,,SpareChange data sharing protocol,,,Defined TXT keys: None
sparql,,,,SPARQL Protocol and RDF Query Language,,,"Defined TXT keys:   txtvers=1
  path=<relative or absolute URL of endpoint>
  protovers=<number> [if not specified then default is 1.0, corresponding to SPARQL version]
  binding=<HTTP | SOAP> [if not specified then default is HTTP]
  vocabs=<space separated list of URIs> [RDF vocabularies or OWL ontologies used by the endpoint]
  metadata=<URL> [to fetch RDF/XML description of SPARQL service]"
spearcat,,,,sPearCat Host Discovery,,,"Defined TXT keys: applicationname=<Application Name>, osname=<OS Name>, sslsupport=<Uses SSL>"
spidap,,tcp,6,Sierra Photonics Inc. data protocol,,,Defined TXT keys: None
spincrisis,,,,Spin Crisis,,,Defined TXT keys: None
spiderelectron,,tcp,6,Binary message passing protocol,,,"Defined TXT keys: VER, STATUS"
spl-itunes,,,,launchTunes,,,Defined TXT keys: None
spr-itunes,,,,netTunes,,,Defined TXT keys: None
splashsync,,,,SplashData Synchronization Service,,,Defined TXT keys: Proprietary
spres,,tcp,6,SongPresenter,,,"Defined TXT keys: version, name"
spx-hmp,,tcp,6,SpinetiX HMP,,,"Defined TXT keys: txtvers=1
cport= the port for the content HTTP server
      (secondary HTTP server used for content publishing)
      mode= the mode in which the HMP device is currently
      operating, one of ""normal"", ""safe"" or ""recovery""
      serial= serial number of the HMP device
      firmware= firmware version string (e.g.,
      2.1.0-0.1.7844)
      model= model string (e.g., HMP100)"
sqp,,tcp,6,Square Connect Control Protocol,,,Defined TXT keys: Proprietary
ss-sign,,tcp,6,Samsung Smart Interaction for Group Network,,,Defined TXT keys: None
ss-sign-disc,,udp,17,Samsung Smart Interaction for Group Network Discovery,,,Defined TXT keys: None
ssh,,tcp,6,SSH Remote Login Protocol,,,Defined TXT keys:  u=<username> p=<password>
ssscreenshare,,,,Screen Sharing,,,Defined TXT keys: None
startrecapp,,tcp,6,Remote Controlled Multimedia Recorder Network,,,Defined TXT keys: None
stingray-rpc,,tcp,6,Stingray Remote Procedure Call,,,Defined TXT keys: None
stingray-remote,,tcp,6,Stingray remote control,,,Defined TXT keys: None
strateges,,,,Strateges,,,Defined TXT keys: None
stanza,,,,Lexcycle Stanza service for discovering shared books,,,Defined TXT keys: None
stickynotes,,,,Sticky Notes,,,Defined TXT keys: None
stotp,,tcp,6,One Time Pad Synchronisation,,,Defined TXT keys: None
sugarlock-rcp,,tcp,6,Remote control protocol for Sugarlock consumer electronics devices,,,Defined TXT keys: txtvers=1
sugarlock-rcp,,udp,17,Remote control protocol for Sugarlock consumer electronics devices,,,Defined TXT keys: txtvers=1
supple,,,,Supple Service protocol,,,Defined TXT keys: type url
surveillus,,,,Surveillus Networks Discovery Protocol,,,Defined TXT keys: None
svn,,,,Subversion,,,Defined TXT keys: None
swcards,,,,Signwave Card Sharing Protocol,,,Defined TXT keys: None
switcher,,,,Wireless home control remote control protocol,,,Defined TXT keys: None
swordfish,,,,Swordfish Protocol for Input/Output,,,Defined TXT keys: None
swyp,,,,"Framework for transferring any file from any app, to
      any app on any device: simply with a swÿp.",,,Defined TXT keys: NONE
sxqdea,,,,Synchronize! Pro X,,,Defined TXT keys: None
sybase-tds,,,,Sybase Server,,,Defined TXT keys: None
synclavier,,tcp,6,"Remote control of Synclavier Digital Audio Workstation 
      over local area network.",,,Defined TXT keys: None
syncopation,,,,Syncopation Synchronization Protocol by Sonzea,,,Defined TXT keys: None
syncqdea,,,,Synchronize! X Plus 2.0,,,Defined TXT keys: None
synergy,,,,Synergy Peer Discovery,,,Defined TXT keys: None
synksharing,,,,SynkSharing synchronization protocol,,,Defined TXT keys: None
taccounting,,,,Data Transmission and Synchronization,,,Defined TXT keys: None
tango,,,,Tango Remote Control Protocol,,,Defined TXT keys: None
tapinoma-ecs,,,,Tapinoma Easycontact receiver,,,Defined TXT keys: None
taskcoachsync,,,,Task Coach Two-way Synchronization Protocol for iPhone,,,Defined TXT keys: None
tbricks,,,,tbricks internal protocol,,,"Defined TXT keys: txtvers=1, sesna, seid, setype, cosna, coid,
    cotype, sysna, syna, syid, subsyid, venid, protocols, pid"
tcode,,,,Time Code,,,Defined TXT keys: None
tcu,,,,Tracking Control Unit by RPM-PSI,,,Defined TXT keys: None
te-faxserver,,,,TE-SYSTEMS GmbH Fax Server Daemon,,,Defined TXT keys: Proprietary
teamlist,,,,ARTIS Team Task,,,Defined TXT keys: None
ted,,udp,17,Teddington Controls,,,Defined TXT keys: None
teleport,,udp,17,teleport,,,Defined TXT keys: None
tenir-rc,,tcp,6,Proprietary,,,Defined TXT keys: Proprietary
tera-fsmgr,,,,Terascala Filesystem Manager Protocol,,,Defined TXT keys: Proprietary
tera-mp,,,,Terascala Maintenance Protocol,,,Defined TXT keys: Proprietary
test-ok,,tcp,6,Test Controller Card,,,Defined TXT keys: TEST-OK Test Controller Card TCCxxxx
tf-redeye,,,,ThinkFlood RedEye IR bridge,,,Defined TXT keys: None
thumbwrestling,,,,tinkerbuilt Thumb Wrestling game,,,Defined TXT keys: None
ticonnectmgr,,,,TI Connect Manager Discovery Service,,,Defined TXT keys: None
timezone,,tcp,6,Time Zone Data Distribution Service - non-TLS,[RFC7808],,"This is an extension of the http service.  Defined
      TXT keys: path=<context path> (as per Section 6 of [RFC6763])."
timezones,,tcp,6,Time Zone Data Distribution Service - over TLS,[RFC7808],,"This is an extension of the https service.  Defined
      TXT keys: path=<context path> (as per Section 6 of [RFC6763])."
tinavigator,,,,TI Navigator Hub 1.0 Discovery Service,,,Defined TXT keys: None
tivo-device,,tcp,6,TiVo Device Protocol,,,Defined TXT keys: None
tivo-hme,,,,TiVo Home Media Engine Protocol,,,Defined TXT keys: None
tivo-mindrpc,,tcp,6,TiVo RPC Protocol,,,Defined TXT keys: None
tivo-music,,,,TiVo Music Protocol,,,Defined TXT keys: None
tivo-photos,,,,TiVo Photos Protocol,,,Defined TXT keys: None
tivo-remote,,,,TiVo Remote Protocol,,,"Defined TXT keys: protocol, path, swversion, platform, TSN"
tivo-videos,,,,TiVo Videos Protocol,,,"Defined TXT keys: protocol, path, swversion, platform, TSN"
todogwa,,,,2Do Sync Helper Tool for Mac OS X and PCs,,,Defined TXT keys: None
tomboy,,,,Tomboy,,,Defined TXT keys: None
toothpicserver,,,,ToothPics Dental Office Support Server,,,Defined TXT keys: None
touch-able,,,,iPhone and iPod touch Remote Controllable,,,"Defined TXT keys: txtvers, CtlN, DbId, Ver, DvTy, OSsi, DvSv"
touch-remote,,,,iPhone and iPod touch Remote Pairing,,,"Defined TXT keys: txtvers, DvNm, Pair, RemV, RemN, DvTy"
tptx-console,,tcp,6,Coordination service for client users of the TotalPraisTrax iPad application,,,Defined TXT keys: None
transmitr,,tcp,6,Service discovery and media transfer for peer to peer mobile media transfer app,,,Defined TXT keys: None
tri-vis-client,,,,triCerat Simplify Visibility Client,,,Defined TXT keys: None
tri-vis-server,,,,triCerat Simplify Visibility Server,,,Defined TXT keys: None
tryst,,,,Tryst,,,Defined TXT keys: None
tsbiis,,tcp,6,The Social Broadband Interference Information Sharing,,,Defined TXT keys: there is no TXT keys defined for this protocol
tt4inarow,,,,Trivial Technology's 4 in a Row,,,Defined TXT keys: None
ttcheckers,,,,Trivial Technology's Checkers,,,Defined TXT keys: None
ttp4daemon,,,,TechTool Pro 4 Anti-Piracy Service,,,Defined TXT keys: None
tunage,,,,Tunage Media Control Service,,,Defined TXT keys: None
tuneranger,,,,TuneRanger,,,Defined TXT keys: None
twinlevel,,tcp,6,detect sanitary product,,,Defined TXT keys: None
twosnakes,,tcp,6,Service to enable multiplayer game called two snakes.,,,Defined TXT keys: None
twosnakes,,sctp,132,Service to enable multiplayer game called two snakes.,,,Defined TXT keys: None
tzrpc,,tcp,6,TZ-Software remote procedure call based synchronization protocol,,,Defined TXT keys: Proprietary
ubertragen,,,,Ubertragen,,,Defined TXT keys: None
ucdynamics-tuc,,udp,17,Tactical Unified Communicator,,,Defined TXT keys: None
uddi,,,,"Universal Description, Discovery and Integration",,,Defined TXT keys: TBD
uddi-inq,,,,"Universal Description, Discovery and Integration Inquiry",,,Defined TXT keys: TBD
uddi-pub,,,,"Universal Description, Discovery and Integration Publishing",,,Defined TXT keys: TBD
uddi-sub,,,,"Universal Description, Discovery and Integration Subscription",,,Defined TXT keys: TBD
uddi-sec,,,,"Universal Description, Discovery and Integration Security",,,Defined TXT keys: TBD
upnp,,,,Universal Plug and Play,,,Defined TXT keys: None
urlbookmark,,,,URL Advertising,,,"Defined TXT keys: URL=<URL that is advertised>, name=<Name of the bookmark>"
usp-agt-coap,,udp,17,USP discovery,[http://www.broadband-forum.org/assignments],,Defined TXT keys: see www.broadband-forum.org/assignments
usp-agt-http,,tcp,6,USP discovery,[http://www.broadband-forum.org/assignments],,Defined TXT keys: see www.broadband-forum.org/assignments
usp-agt-stomp,,tcp,6,USP discovery,[http://www.broadband-forum.org/assignments],,Defined TXT keys: see www.broadband-forum.org/assignments
usp-agt-ws,,tcp,6,USP discovery,[http://www.broadband-forum.org/assignments],,Defined TXT keys: see www.broadband-forum.org/assignments
usp-ctr-coap,,udp,17,USP discovery,[http://www.broadband-forum.org/assignments],,Defined TXT keys: see www.broadband-forum.org/assignments
usp-ctr-http,,tcp,6,USP discovery,[http://www.broadband-forum.org/assignments],,Defined TXT keys: see www.broadband-forum.org/assignments
usp-ctr-stomp,,tcp,6,USP discovery,[http://www.broadband-forum.org/assignments],,Defined TXT keys: see www.broadband-forum.org/assignments
usp-ctr-ws,,tcp,6,USP discovery,[http://www.broadband-forum.org/assignments],,Defined TXT keys: see www.broadband-forum.org/assignments
uswi,,,,Universal Switching Corporation products,,,Defined TXT keys: None
utest,,,,uTest,,,Defined TXT keys: None
uwsgi,,,,Unbit Web Server Gateway Interface,,,Defined TXT keys: None
ve-decoder,,,,American Dynamics VideoEdge Decoder Control Service,,,"Defined TXT keys: txtvers, macaddress, protovers, model, serial, path, idp"
ve-encoder,,,,American Dynamics VideoEdge Encoder Control Service,,,"Defined TXT keys: txtvers, macaddress, protovers, model, serial, path, idp"
ve-recorder,,,,American Dynamics VideoEdge Recorder Control Service,,,"Defined TXT keys: txtvers, macaddress, protovers, model, serial, path, idp"
vedabase,,tcp,6,Application specific synchronization protocol,,,Defined TXT keys:  txtvers=1
vhusb,,tcp,6,USB over IP Sharing System,,,Defined TXT keys: <serial number of server>
virtualdj,,,,VirtualDJ Remote Control protocol,,,Defined TXT keys: None
visel,,,,visel Q-System services,,,"Defined TXT keys:   Version=<service version>
  Type=<service type>
  Name=<service Name>
  Zone=<service zone>
  ID=<serviceID>
  SString=<serviceString>
  SString1=<serviceString>"
vos,,,,Virtual Object System (using VOP/TCP),,,"Defined TXT keys:   url=<Object URL with full path>
  type=<Comma-seperated list of object types>
  title=<Short title of service>
  descr=<Short description of service>"
vrmg-p2p,,tcp,6,Verimag mobile class protocol over P2P,,,"Defined TXT keys: d=<discovery key>, t=<mobile class ID>"
vue4rendercow,,,,VueProRenderCow,,,Defined TXT keys: None
vxi-11,,,,VXI-11 TCP/IP Instrument Protocol,,,Defined TXT keys: None
wakeywakey,,tcp,6,Proprietary,,,Defined TXT keys: None
walkietalkie,,,,Walkie Talkie,,,Defined TXT keys: None
wd-2go,,tcp,6,NAS Service Protocol,,,Defined TXT keys: None
wdp,,tcp,6,Windows Device Portal,,,"Defined TXT keys: D (device type), S (https port), A (architecture),
    T (tags)"
webex,,tcp,6,Cisco WebEx serials products will release Bonjour based service,,,Defined TXT keys: None
webex,,udp,17,Cisco WebEx serials products will release Bonjour based service,,,Defined TXT keys: None
we-jell,,,,Proprietary collaborative messaging protocol,,,"Defined TXT keys:   user=<user name>
  stat=<OK, DND, AWY, FWD:uname>
  agent=<agent type>"
webdav,,,,World Wide Web Distributed Authoring and Versioning (WebDAV),,,Defined TXT keys: u=<username> p=<password> path=<path>
webdavs,,,,WebDAV over SSL/TLS,,,Defined TXT keys: u=<username> p=<password> path=<path>
webissync,,,,WebIS Sync Protocol,,,Defined TXT keys: None
wedraw,,,,weDraw document sharing protocol,,,Defined TXT keys: None
whamb,,,,Whamb,,,Defined TXT keys: None
whistler,,,,Honeywell Video Systems,,,Defined TXT keys: None
wicop,,udp,17,WiFi Control Platform,,,"Defined TXT keys: state=<state>
      loc=<location>"
wifile,,tcp,6,"System for transferring files between 
      mobile device and computer in a local network",,,Defined TXT keys: None
witap,,,,WiTap Sample Game Protocol,,,Defined TXT keys: None
witapvoice,,,,witapvoice,,,Defined TXT keys: None
wkgrpsvr,,,,Workgroup Server Discovery,,,Defined TXT keys: None
workstation,,,,Workgroup Manager,,,Defined TXT keys: None
wormhole,,,,Roku Cascade Wormhole Protocol,,,Defined TXT keys: txtvers=1
workgroup,,,,Novell collaboration workgroup,,,Defined TXT keys: version=? description=?
wpl-ers-http,,tcp,6,World Programming repository server,,,Defined TXT keys: None
wpl-ers-zmq,,tcp,6,World Programming repository server,,,Defined TXT keys: None
writietalkie,,,,Writie Talkie Data Sharing,,,Defined TXT keys: None
ws,,,,Web Services,,,Defined TXT keys: None
wtc-heleos,,,,Wyatt Technology Corporation HELEOS,,,Defined TXT keys: None
wtc-qels,,,,Wyatt Technology Corporation QELS,,,Defined TXT keys: None
wtc-rex,,,,Wyatt Technology Corporation Optilab rEX,,,Defined TXT keys: None
wtc-viscostar,,,,Wyatt Technology Corporation ViscoStar,,,Defined TXT keys: None
wtc-wpr,,,,Wyatt Technology Corporation DynaPro Plate Reader,,,Defined TXT keys: None
wwdcpic,,,,PictureSharing sample code,,,Defined TXT keys: None
x-on,,,,x-on services synchronisation protocol,,,Defined TXT keys: Proprietary
x-plane9,,udp,17,x-plane9,,,Defined TXT keys: None
xcodedistcc,,,,Xcode Distributed Compiler,,,Defined TXT keys: None
xential,,tcp,6,xential document creation services,,,Defined TXT keys: None
xgate-rmi,,,,xGate Remote Management Interface,,,"Defined TXT keys:   tech=value (string)
  model=value (string)
  version=value (string)"
xmiserver,,tcp,6,XMI Systems home terminal local connection,,,Defined TXT keys: coucou
xmp,,,,Xperientia Mobile Protocol,,,"Defined TXT keys:   txtvers, user, system, nodeid, desc"
xsanclient,,,,Xsan Client,,,Defined TXT keys: None
xsanserver,,,,Xsan Server,,,Defined TXT keys: None
xsansystem,,,,Xsan System,,,Defined TXT keys: None
xtimelicence,,,,xTime License,,,Defined TXT keys: None
xtshapro,,,,xTime Project,,,Defined TXT keys: None
